Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"Winnipeg, MB, Canada",05/27/2016,20.8,14.6,16.5,,,20.74,,,16.6,176.88,49.9,323.4,6.5,84.25,Rain
"Winnipeg, MB, Canada",05/28/2016,19.8,13.8,16,,,15.57,,,12.3,31.79,35.3,324.3,6.7,84.32,Rain
"Winnipeg, MB, Canada",05/29/2016,20.7,12.6,16.3,,,0,,,10.2,267.25,37.1,326,5.6,72.58,Clear
"Winnipeg, MB, Canada",05/30/2016,24.6,10.8,18.2,,,0,,,12.2,56.92,38.9,327.7,3.9,64.6,Clear
"Winnipeg, MB, Canada",05/31/2016,17.8,11.3,13.2,,,33.44,,,15.9,79.75,48.2,323.2,7.6,84.63,Rain
"Winnipeg, MB, Canada",06/01/2016,13,10.6,11.6,,,18.9,,,16.2,240.63,44.6,283.3,7.5,88.75,Rain
"Winnipeg, MB, Canada",06/02/2016,21.1,7.6,14.2,8.6,,0.25,,,7.7,243.54,,328.4,3.5,68.17,Rain
"Winnipeg, MB, Canada",06/03/2016,17.9,11.6,15.4,,,6.09,,,11.6,83.54,35.3,325.4,6.9,76.61,Rain
"Winnipeg, MB, Canada",06/04/2016,22.1,14.5,17.5,,,0.74,,,9.8,279.46,,327.6,5.9,73.3,Rain
"Winnipeg, MB, Canada",06/05/2016,23.4,13.5,18.3,,,0.8,,,18.3,292.17,55.3,325.9,4.2,61.74,Rain
"Winnipeg, MB, Canada",06/06/2016,18.6,11.3,14.7,,,1.11,,,35.1,258.88,42.3,173.4,16.9,68.65,Rain
"Winnipeg, MB, Canada",06/07/2016,17.9,7.3,13.7,8,,0,,,11.7,196.83,31.7,290.7,3.6,56.92,Clear
"Winnipeg, MB, Canada",06/08/2016,22.2,9.5,15.2,,,2.06,,,6.5,151.17,33.5,327.1,6.8,65.2,Rain
"Winnipeg, MB, Canada",06/09/2016,29.1,11.9,21.5,,28.5,1.6,,,8.4,162.79,48.2,326.1,6.1,57.66,Rain
"Winnipeg, MB, Canada",06/10/2016,30.7,19.4,24.9,,29.4,17.16,,,14.2,103.58,53.6,325.3,4.2,54.86,Rain
"Winnipeg, MB, Canada",06/11/2016,19.9,10.6,15.9,,,0,,,17.8,34.29,42.5,329.3,5.2,61.05,Clear
"Winnipeg, MB, Canada",06/12/2016,19.6,12.1,15.2,,,16.05,,,15.1,55.29,44.6,328.3,6.6,68.73,Rain
"Winnipeg, MB, Canada",06/13/2016,27.1,11.5,20.2,,26.4,0,,,7.9,145.67,,328.1,2.1,58.07,Clear
"Winnipeg, MB, Canada",06/14/2016,24.8,15.7,20.3,,,0,,,12,113.33,40.6,327,6,57.32,Clear
"Winnipeg, MB, Canada",06/15/2016,24.1,17.3,20.2,,,1.5,,,11.7,84.83,31.7,326.6,5.6,66.56,Rain
"Winnipeg, MB, Canada",06/16/2016,24.2,13.5,19,,,0,,,15.8,94.33,48.2,327.8,4.5,74.55,Clear
"Winnipeg, MB, Canada",06/17/2016,26.3,19.3,22.3,,,24.75,,,11.5,180.38,33.5,328.4,5.3,69,Rain
"Winnipeg, MB, Canada",06/18/2016,25.6,15.9,21.3,,,0,,,11.4,220.21,33.5,329.9,3.7,50.06,Clear
"Winnipeg, MB, Canada",06/19/2016,27.7,17.2,21.7,,28.6,36.97,,,19.7,185.79,50,326.1,5.6,68.24,Rain
"Winnipeg, MB, Canada",06/20/2016,22.8,13.6,18.6,,,0,,,16.4,288.04,46.3,328.6,2,49.87,Clear
"Winnipeg, MB, Canada",06/21/2016,21.9,13.3,18.3,,,0,,,13.7,219,33.6,328.4,3.3,54.21,Clear
"Winnipeg, MB, Canada",06/22/2016,22.2,15,17.4,,,8.1,,,8.4,144.88,27.7,327.9,5.7,59.28,Rain
"Winnipeg, MB, Canada",06/23/2016,26.8,15.3,21.5,,26.5,0,,,11.5,244.96,35.3,328.8,2.1,50.45,Clear
"Winnipeg, MB, Canada",06/24/2016,27.1,16.3,22.4,,27.2,0,,,8.7,201.83,41.6,327.2,4.1,60.82,Clear
"Winnipeg, MB, Canada",06/25/2016,26.3,17.6,21.8,,,29.35,,,14,198.25,66.5,323.6,5.8,67.96,Rain
"Winnipeg, MB, Canada",06/26/2016,16.8,12.1,15,,,11.67,,,15.8,272.83,45.4,324.3,6.4,80.67,Rain
"Winnipeg, MB, Canada",06/27/2016,21.3,10.3,16.3,,,0,,,13.9,243.67,33.5,330.9,6.3,62.17,Clear
"Winnipeg, MB, Canada",06/28/2016,25,13.6,20,,,0,,,14.8,231.13,33.5,330.2,3.3,62.35,Clear
"Winnipeg, MB, Canada",06/29/2016,25.1,17.6,21.3,,,2,,,13.8,207.79,38.9,327.9,4.1,64.84,Rain
"Winnipeg, MB, Canada",06/30/2016,18.8,11.3,14.6,,,0,,,15.6,194.92,37.1,330.4,4.3,63.92,Clear
"Winnipeg, MB, Canada",07/01/2016,22.6,10.4,17.3,,,0,,,8.2,218.58,,330.5,4.1,52.31,Clear
"Winnipeg, MB, Canada",07/02/2016,25.1,14.1,20.7,,,0,,,9.6,130.38,27.8,329.3,4.4,49.65,Clear
"Winnipeg, MB, Canada",07/03/2016,24.8,16.9,20.1,,,4.76,,,9.7,160.25,,327.6,7,72.57,Rain
"Winnipeg, MB, Canada",07/04/2016,29.9,17.8,22.6,,31.4,24.02,,,14.9,212.96,70.2,324.6,5.6,70.06,Rain
"Winnipeg, MB, Canada",07/05/2016,24.7,17.5,20.2,,,0.8,,,9.6,253.63,37.1,325.6,4.2,72.34,Rain
"Winnipeg, MB, Canada",07/06/2016,22.8,14,18.5,,,0.2,,,10.1,215.96,29.5,326.9,3.6,68.73,Rain
"Winnipeg, MB, Canada",07/07/2016,21.7,14.6,18.4,,,2.6,,,9.7,69.17,,326.9,6.8,68.7,Rain
"Winnipeg, MB, Canada",07/08/2016,25.1,15,20.3,,,0,,,11.4,205.83,,327.8,4.2,69.19,Clear
"Winnipeg, MB, Canada",07/09/2016,24.8,15,20.3,,,2.5,,,6.4,170.04,33.5,328.4,5,73.88,Rain
"Winnipeg, MB, Canada",07/10/2016,26.2,17.8,21.8,,,0,,,5.9,138.42,29.5,326.2,6.6,78,Clear
"Winnipeg, MB, Canada",07/11/2016,25,19.3,22.5,,,7.6,,,12,139.88,45.3,323.9,7.2,77.64,Rain
"Winnipeg, MB, Canada",07/12/2016,22.2,16.7,18.8,,,26.02,,,21.4,217.29,46.4,320.7,7.2,83.19,Rain
"Winnipeg, MB, Canada",07/13/2016,19.3,15.3,17.8,,,15.61,,,14.1,280.33,48.2,319.5,7.6,87.56,Rain
"Winnipeg, MB, Canada",07/14/2016,22.1,14.6,18.1,,,3.55,,,14.9,325,35.3,327.6,7,64.71,Rain
"Winnipeg, MB, Canada",07/15/2016,23.1,11.4,18.3,,,0.2,,,9.5,155.29,,329.4,3.9,55.49,Rain
"Winnipeg, MB, Canada",07/16/2016,24.9,14.7,19.2,,,17.05,,,16.6,209.92,38.9,327,4.8,73.47,Rain
"Winnipeg, MB, Canada",07/17/2016,23.3,14.8,19.2,,,3.81,,,16.1,240.33,35.3,324.8,5,74.37,Rain
"Winnipeg, MB, Canada",07/18/2016,24.3,13.1,19.4,,,0,,,9.4,119,,330,2.4,60.01,Clear
"Winnipeg, MB, Canada",07/19/2016,29.3,17.3,23.1,,30.4,0,,,9.8,182.92,44.3,328.8,4.4,68.5,Clear
"Winnipeg, MB, Canada",07/20/2016,31.8,20.1,25.3,,37.3,25.59,,,16.7,189.92,55.4,326,4.7,73.53,Rain
"Winnipeg, MB, Canada",07/21/2016,30.6,18.2,24.7,,30,0,,,13.9,251.42,46.3,326.9,2.3,61.02,Clear
"Winnipeg, MB, Canada",07/22/2016,28.1,20.7,24.4,,28.3,0,,,10.3,261,33.5,328.3,1,54.9,Clear
"Winnipeg, MB, Canada",07/23/2016,24.2,18.2,20.8,,,19.92,,,8.9,133.79,33.5,325.6,6.4,77.54,Rain
"Winnipeg, MB, Canada",07/24/2016,25.1,17,21.2,,,0.5,,,15.4,280.88,42.3,326.3,2,68.95,Rain
"Winnipeg, MB, Canada",07/25/2016,28.3,18,23.4,,28.4,0,,,11.1,245.38,,328,0.9,60.26,Clear
"Winnipeg, MB, Canada",07/26/2016,26.3,18.6,22.9,,,0,,,13.3,96.75,31.7,328.6,4.7,58.68,Clear
"Winnipeg, MB, Canada",07/27/2016,21.9,13.3,18.4,,,0,,,13.4,129.83,37.1,329.8,4.4,66.95,Clear
"Winnipeg, MB, Canada",07/28/2016,24.1,12.9,18.9,,,0,,,5.7,91.67,,330.2,1.4,61.14,Clear
"Winnipeg, MB, Canada",07/29/2016,26.1,15.2,21,,,0,,,9.7,203.83,,329.2,2.6,60.14,Clear
"Winnipeg, MB, Canada",07/30/2016,28,15.3,22,,28.4,0,,,10.5,210.04,42.5,327.6,3.3,67.02,Clear
"Winnipeg, MB, Canada",07/31/2016,29.8,19.4,24.4,,30.4,0,,,11.4,203.54,51.8,326.9,5.9,62.12,Clear
"Winnipeg, MB, Canada",08/01/2016,25.7,18.6,21.9,,,22.43,,,11.4,199.71,38.9,338.9,6.1,83.05,Rain
"Winnipeg, MB, Canada",08/02/2016,28.5,15.5,22.5,,27.8,0,,,25.8,233.25,40.7,328,1.8,62.02,Clear
"Winnipeg, MB, Canada",08/03/2016,30.3,16.4,23.6,,30.4,14.41,,,12.4,189.5,72.4,326.9,4.3,62.62,Rain
"Winnipeg, MB, Canada",08/04/2016,21.3,16.6,18.9,,,0,,,15.4,250.42,46.3,325.3,5.7,74.19,Clear
"Winnipeg, MB, Canada",08/05/2016,22.9,15.6,19,,,0,,,14.4,303.33,40.7,341.7,4.7,68.16,Clear
"Winnipeg, MB, Canada",08/06/2016,24.7,14.8,19.8,,,0,,,7.6,240,,329.6,2.7,61.27,Clear
"Winnipeg, MB, Canada",08/07/2016,27,14.7,20.9,,27.1,0,,,5.9,219.75,31.7,291.1,2.8,64.4,Clear
"Winnipeg, MB, Canada",08/08/2016,27.2,18.3,23.3,,27.5,4.1,,,15.2,200.71,51.8,326.4,5.9,64.84,Rain
"Winnipeg, MB, Canada",08/09/2016,21.9,16.3,19.6,,,0,,,17.4,172.67,35.9,326.9,8.3,64.12,Clear
"Winnipeg, MB, Canada",08/10/2016,27.2,12.8,19.6,,27.4,0,,,8,71.04,,328.4,6.1,59.38,Clear
"Winnipeg, MB, Canada",08/11/2016,27.9,18.8,22.9,,28.3,4.05,,,13.4,157.58,51.8,327,5.5,70.93,Rain
"Winnipeg, MB, Canada",08/12/2016,24.2,17.2,20.4,,,0,,,10.4,291.29,31.7,324.4,5.5,72.31,Clear
"Winnipeg, MB, Canada",08/13/2016,23.7,16.6,19.6,,,0,,,12.1,308.58,38.9,327.6,4.9,66.03,Clear
"Winnipeg, MB, Canada",08/14/2016,28.3,14.9,21.5,,27.5,0,,,9.6,235.71,35.3,328.1,2.7,61.08,Clear
"Winnipeg, MB, Canada",08/15/2016,29.2,17.3,21.7,,29.1,12.25,,,11.6,163.67,42.5,327.9,6.4,70.54,Rain
"Winnipeg, MB, Canada",08/16/2016,27.5,16,21.4,,27.2,0,,,10.1,227.08,31.7,328.2,3.4,69.28,Clear
"Winnipeg, MB, Canada",08/17/2016,30.3,15.8,23.5,,29.7,4.3,,,8,221.79,33.5,327.7,2.5,63.36,Rain
"Winnipeg, MB, Canada",08/18/2016,25.7,18.6,21.5,,,30.61,,,13.3,256.96,46.1,325.8,5.5,68.52,Rain
"Winnipeg, MB, Canada",08/19/2016,21.5,14.9,18.3,,,0.24,,,13.3,310.63,40.6,327.7,6,68.41,Rain
"Winnipeg, MB, Canada",08/20/2016,19.3,13.3,16.3,,,0,,,11.8,214.75,33.5,327.8,5.9,65.68,Clear
"Winnipeg, MB, Canada",08/21/2016,21.9,11.3,17.3,,,0,,,8.2,212.67,35.3,327,4.2,60.72,Clear
"Winnipeg, MB, Canada",08/22/2016,29.5,16.4,22.7,,29.6,0.56,,,9,213.29,40.7,325.1,2,62.31,Rain
"Winnipeg, MB, Canada",08/23/2016,26.3,18.4,22.5,,,0,,,10.5,139.71,27.7,324.9,6.3,78.14,Clear
"Winnipeg, MB, Canada",08/24/2016,22.9,14.9,19.5,,,0,,,13.4,245.42,41.6,326.2,3.4,66.2,Clear
"Winnipeg, MB, Canada",08/25/2016,21.5,12.7,16.9,,,15.76,,,13.8,285.71,37.1,327.1,6.4,70.34,Rain
"Winnipeg, MB, Canada",08/26/2016,25,11.9,18.4,,,0.55,,,9.7,204.71,42.5,328.6,3.6,58.55,Rain
"Winnipeg, MB, Canada",08/27/2016,21.5,12.3,17.3,,,0,,,12.7,218.17,37.1,327.8,4.6,73.03,Clear
"Winnipeg, MB, Canada",08/28/2016,28.9,13.1,20.7,,28.7,0,,,11.7,188.33,48.2,328.2,3.8,72.29,Clear
"Winnipeg, MB, Canada",08/29/2016,22.3,15.4,19.4,,,0.25,,,11.9,280.04,38.9,329.8,2.8,64.86,Rain
"Winnipeg, MB, Canada",08/30/2016,23.3,12,18,,,0,,,10.1,271.08,33.5,331,2.6,53.16,Clear
"Winnipeg, MB, Canada",08/31/2016,19.9,11.7,16.1,,,0,,,8.3,142.71,27.7,331.6,4.4,74.42,Clear
"Winnipeg, MB, Canada",09/01/2016,25.4,10.9,18.3,,,0.3,,,6.7,96.38,46.4,330.7,3.7,68.47,Rain
"Winnipeg, MB, Canada",09/02/2016,26.2,16.9,21.3,,,0,,,16.5,210.08,62.8,328.3,5.6,60.32,Clear
"Winnipeg, MB, Canada",09/03/2016,26.9,18.8,22.2,,27.4,9.69,,,14,206.63,59.2,326.3,5.5,65.53,Rain
"Winnipeg, MB, Canada",09/04/2016,20.3,12,16,,,19.47,,,8.3,165.83,,325.2,7.5,85.25,Rain
"Winnipeg, MB, Canada",09/05/2016,20,14,16.8,,,0,,,11.8,172.04,35.2,326.9,6.4,75.62,Clear
"Winnipeg, MB, Canada",09/06/2016,18,12.5,15.7,,,0,,,8.7,256.46,37.1,328.3,6.4,72.53,Clear
"Winnipeg, MB, Canada",09/07/2016,20.2,9.8,15.3,,,4.89,,,10,107.71,27.7,327.2,5.2,73.6,Rain
"Winnipeg, MB, Canada",09/08/2016,22.5,12.2,16.5,,,0.3,,,15.9,253.29,42.5,325.9,4.6,71.27,Rain
"Winnipeg, MB, Canada",09/09/2016,18.7,11.6,14.8,,,24.7,,,12.3,305.96,42.5,327.3,3.3,68.63,Rain
"Winnipeg, MB, Canada",09/10/2016,19.2,10.4,15.3,,,0,,,10.4,257.58,29.5,328.4,4.6,61.63,Clear
"Winnipeg, MB, Canada",09/11/2016,24.7,14.6,18.5,,,0,,,13,231.33,33.5,325.5,6.7,61.05,Clear
"Winnipeg, MB, Canada",09/12/2016,15.1,9,12.8,7.1,,0.25,,,15.1,315.17,44.5,328.1,7,78.7,Rain
"Winnipeg, MB, Canada",09/13/2016,12.1,7.1,9.1,5.6,,0,,,10,277.88,35.3,331.1,5.6,66.75,Clear
"Winnipeg, MB, Canada",09/14/2016,19.9,4.7,11.6,2.2,,0,,,14.3,206.67,37,330.5,1.4,57.29,Clear
"Winnipeg, MB, Canada",09/15/2016,22.4,9.4,16.3,,,0.25,,,8.2,190.92,33.5,328.3,5.1,69.91,Rain
"Winnipeg, MB, Canada",09/16/2016,18.4,13.2,16.7,,,25.62,,,12.1,124.46,38.9,322.4,6.7,82.03,Rain
"Winnipeg, MB, Canada",09/17/2016,20.7,8,14.4,,,0,,,9.9,263.79,,326.7,2.3,68.23,Clear
"Winnipeg, MB, Canada",09/18/2016,22.3,13.9,17.1,,,0,,,15.8,175.5,51.8,323.9,6.3,68.57,Clear
"Winnipeg, MB, Canada",09/19/2016,21.3,11.5,16.1,,,0,,,16.6,254.29,55.4,325.7,1.9,53.65,Clear
"Winnipeg, MB, Canada",09/20/2016,20.8,9.2,15.3,8.5,,0,,,10,258.5,33.5,328.8,2.4,50.61,Clear
"Winnipeg, MB, Canada",09/21/2016,15.3,10.6,12.9,,,0,,,7.8,76.58,,330.9,6.9,65.32,Clear
"Winnipeg, MB, Canada",09/22/2016,17.8,7.9,12.5,,,0,,,13.5,109.96,37.1,331.4,5.2,63.61,Clear
"Winnipeg, MB, Canada",09/23/2016,18.5,7.5,13.4,8.6,,0,,,14.4,65.08,42.5,330.7,6.6,58.27,Clear
"Winnipeg, MB, Canada",09/24/2016,20.6,13.2,16.4,,,18.47,,,11.2,104.96,44.6,285.4,7.6,84.57,Rain
"Winnipeg, MB, Canada",09/25/2016,18.9,11.3,14.3,,,13.93,,,24.1,269.33,55.3,320.3,11.3,88.32,Rain
"Winnipeg, MB, Canada",09/26/2016,13.3,7.5,11.3,6,,0,,,21.3,304.04,64.6,327.4,4.3,68.01,Clear
"Winnipeg, MB, Canada",09/27/2016,12.4,8.4,10.3,6.8,,0,,,15.8,212.08,48.1,328,5.9,73,Clear
"Winnipeg, MB, Canada",09/28/2016,16.4,5.5,10.6,,,0,,,4.1,131.67,,331.5,1.2,75.53,Clear
"Winnipeg, MB, Canada",09/29/2016,18.1,6.8,12.5,,,0,,,10.3,185.75,35.3,332.9,2.1,73.17,Clear
"Winnipeg, MB, Canada",09/30/2016,19.9,7.9,13.8,,,0,,,7.2,129,44.5,331.7,4,71.81,Clear
