Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"Winnipeg, MB, Canada",05/15/2020,12.9,3.7,8.1,0.7,,0.2,,,11.7,157.88,33.5,331.4,1.9,71.01,Rain
"Winnipeg, MB, Canada",05/16/2020,20.5,5,12.4,3.2,,0,,,10.6,66.13,27.7,330.2,3.7,52.75,Clear
"Winnipeg, MB, Canada",05/17/2020,25.2,8,17.7,,,0,,,9.6,139.71,33.5,329.2,1.9,40.19,Clear
"Winnipeg, MB, Canada",05/18/2020,25.3,13.1,19.3,,,0,,,10.8,175.46,55.4,329.9,5.3,30.95,Clear
"Winnipeg, MB, Canada",05/19/2020,26.9,12.7,20.3,,26.2,0,,,12.3,202.38,59.4,328.7,6.1,34.21,Clear
"Winnipeg, MB, Canada",05/20/2020,25.9,14.9,21,,,0,,,18.5,203.92,55.4,328.2,3.8,53.41,Clear
"Winnipeg, MB, Canada",05/21/2020,25.9,16.5,20.2,,,0,,,12.8,199.13,66.5,340.4,4.7,59.96,Clear
"Winnipeg, MB, Canada",05/22/2020,25.2,16.3,20.4,,,1.06,,,13.6,172.42,48.2,325.6,4.9,62.74,Rain
"Winnipeg, MB, Canada",05/23/2020,27.8,16,20.7,,27.3,12.57,,,12.8,227.54,42.4,325.2,4,62.2,Rain
"Winnipeg, MB, Canada",05/24/2020,20.6,12.1,16.6,,,12.54,,,17.1,257.42,38.9,325.4,4.9,76.18,Rain
"Winnipeg, MB, Canada",05/25/2020,21.7,11.8,16.1,,,0,,,9.7,246.33,,328.3,5,62.95,Clear
"Winnipeg, MB, Canada",05/26/2020,21,15.2,17.3,,,1.32,,,5.4,166.38,,326.5,4.8,72.09,Rain
"Winnipeg, MB, Canada",05/27/2020,24.3,14.6,19.7,,,0,,,17.5,235.08,57.6,326.4,2.2,43.75,Clear
"Winnipeg, MB, Canada",05/28/2020,17,8.6,12,6.7,,0,,,16.1,285.08,59.2,327.9,5.1,57.6,Clear
"Winnipeg, MB, Canada",05/29/2020,14.3,5.8,9.8,3.3,,0,,,14.1,277.96,38.8,331.2,4.2,63.09,Clear
"Winnipeg, MB, Canada",05/30/2020,20.8,2.4,12.7,3.3,,0,,,11.7,263.25,31.7,331.9,0.5,39.49,Clear
"Winnipeg, MB, Canada",05/31/2020,24.9,9,18,8.5,,0,,,13.7,175.38,44.6,328.9,4.6,31.31,Clear
"Winnipeg, MB, Canada",06/01/2020,31.7,16.8,24.1,,29.5,0.3,,,15.6,221.88,55.3,325.5,3.2,38.11,Rain
"Winnipeg, MB, Canada",06/02/2020,29.2,16.4,21.9,,27.6,0,,,13.7,261.04,48.2,326.6,3.3,40.1,Clear
"Winnipeg, MB, Canada",06/03/2020,28.7,12.8,21.1,,27.3,0,,,17.5,214.5,40.7,326.6,2.7,45.1,Clear
"Winnipeg, MB, Canada",06/04/2020,25.3,14.1,20,,,0,,,17.4,266.04,51.8,259.8,3,31.83,Clear
"Winnipeg, MB, Canada",06/05/2020,18.1,11.1,14,,,0,,,15.8,242.92,55.2,328.3,3.6,65.16,Clear
"Winnipeg, MB, Canada",06/06/2020,18,7.5,13,,,10.44,,,12.7,73,46.4,329.2,3.4,67.54,Rain
"Winnipeg, MB, Canada",06/07/2020,22.3,12.2,16.3,,,13.91,,,16,88.21,53.6,325.2,5.7,79.12,Rain
"Winnipeg, MB, Canada",06/08/2020,27.1,16.6,21.3,,28.3,6.18,,,12.4,90.92,55.3,324.4,4.4,79.27,Rain
"Winnipeg, MB, Canada",06/09/2020,22.1,14,16.6,,,1.02,,,11.9,320.04,40.6,325.4,5.4,80.25,Rain
"Winnipeg, MB, Canada",06/10/2020,19.4,12.7,15.2,,,1.88,,,17.3,329.67,55.3,326.1,5.5,64.25,Rain
"Winnipeg, MB, Canada",06/11/2020,15.1,9.1,12.1,9.1,,0,,,15.6,115.42,33.5,329.2,3.4,63.14,Clear
"Winnipeg, MB, Canada",06/12/2020,19.6,6.5,13.1,8.3,,0,,,8,65.71,33.5,336.1,1.3,52.87,Clear
"Winnipeg, MB, Canada",06/13/2020,23.2,8.8,17.2,,,0,,,11.4,91,46.4,331.3,3,43,Clear
"Winnipeg, MB, Canada",06/14/2020,27.1,14.6,20.8,,26.9,0,,,14.5,94.17,55.4,328.8,4.1,46.99,Clear
"Winnipeg, MB, Canada",06/15/2020,30,19.1,25,,30.4,0.5,,,19.6,182,64.6,326.7,3.1,43.97,Rain
"Winnipeg, MB, Canada",06/16/2020,31.1,16,25.1,,32,0,,,11.2,130.13,49.9,340.1,3.1,41.38,Clear
"Winnipeg, MB, Canada",06/17/2020,32.2,21,26.3,,32.2,12.32,,,19.3,186.29,53.6,324.3,3.9,57.56,Rain
"Winnipeg, MB, Canada",06/18/2020,21.7,11.6,15.6,,,4.3,,,10.7,254.42,40.7,324.3,5.6,82.53,Rain
"Winnipeg, MB, Canada",06/19/2020,21,9.3,14.9,9,,0,,,13.7,237.75,42.3,328.6,3.4,59.09,Clear
"Winnipeg, MB, Canada",06/20/2020,20.6,13.8,16.5,,,24.46,,,10.9,157.13,51.8,329.6,4.7,73.44,Rain
"Winnipeg, MB, Canada",06/21/2020,18,11.7,14.8,,,2,,,13.4,292.5,40.6,325.6,4.9,77.63,Rain
"Winnipeg, MB, Canada",06/22/2020,20.3,13.6,16.7,,,0.45,,,12.4,305.25,40.7,327.7,5.1,70.92,Rain
"Winnipeg, MB, Canada",06/23/2020,23.1,14.9,18.4,,,6.22,,,13.7,279.42,31.8,328.4,3.5,63.55,Rain
"Winnipeg, MB, Canada",06/24/2020,27.1,12.9,20.6,,26.6,0,,,5.5,182.58,,419.5,0.9,57.51,Clear
"Winnipeg, MB, Canada",06/25/2020,26.8,17.9,21.6,,27.4,9.23,,,12.9,202.38,38.9,342.4,2.8,62.64,Rain
"Winnipeg, MB, Canada",06/26/2020,28.3,17.7,22.7,,27.4,15.6,,,12.4,288.92,38.9,323.4,4.2,63.41,Rain
"Winnipeg, MB, Canada",06/27/2020,30.8,18.8,25.3,,30.4,0,,,13.3,202.42,53.5,325.4,2.3,48.82,Clear
"Winnipeg, MB, Canada",06/28/2020,31.8,21.4,26.7,,32.6,0,,,11.4,182.54,61.1,324.2,2.5,55.54,Clear
"Winnipeg, MB, Canada",06/29/2020,31.8,21.7,27,,33.7,0,,,9.9,79.17,37.1,359.4,3.2,57.59,Clear
"Winnipeg, MB, Canada",06/30/2020,31.8,20.8,26,,33.8,31.47,,,13.3,90.92,66.6,325.7,4.1,66.97,Rain
"Winnipeg, MB, Canada",07/01/2020,27.7,19.8,23.2,,27.8,19.6,,,18,187.75,45.3,326.4,3.8,71.85,Rain
"Winnipeg, MB, Canada",07/02/2020,32,20,26.5,,33.4,0,,,13.3,144.38,53.6,328.3,1.3,62.19,Clear
"Winnipeg, MB, Canada",07/03/2020,32.8,22.7,27.9,,31.4,2,,,11.4,151.42,59.2,328.9,3.4,48.2,Rain
"Winnipeg, MB, Canada",07/04/2020,28.6,19.5,23.1,,29.7,9.36,,,8.4,130.29,29.5,341,3.4,69.33,Rain
"Winnipeg, MB, Canada",07/05/2020,29,19.4,24.3,,31.5,2.8,,,15.4,170.33,39.9,340.4,2.2,72.67,Rain
"Winnipeg, MB, Canada",07/06/2020,27.1,19.4,23.8,,27,0,,,12.1,281.96,33.5,327.6,2,56.85,Clear
"Winnipeg, MB, Canada",07/07/2020,29,18.7,24.3,,28.2,0,,,9.6,249.33,,327.7,2,50.71,Clear
"Winnipeg, MB, Canada",07/08/2020,27.8,19,23.7,,27.6,4.86,,,16.8,191.13,50,325.6,2.8,59.33,Rain
"Winnipeg, MB, Canada",07/09/2020,25.6,18.1,21.4,,,0,,,15.7,235.71,42.5,325.5,4,60.9,Clear
"Winnipeg, MB, Canada",07/10/2020,26,17.1,21.9,,,0,,,10.5,259.71,33.5,327.9,2.4,60.47,Clear
"Winnipeg, MB, Canada",07/11/2020,26.1,17.6,22.1,,,0,,,9.5,85,,341.7,3.7,59.03,Clear
"Winnipeg, MB, Canada",07/12/2020,27.7,18.4,23.6,,28,0,,,10.5,180.75,31.7,327.8,3.3,58.47,Clear
"Winnipeg, MB, Canada",07/13/2020,23.7,19.3,21.4,,,30.22,,,12.6,165.83,48.2,323.6,4.7,76.17,Rain
"Winnipeg, MB, Canada",07/14/2020,24.8,14.7,19.7,,,0.44,,,15.8,235.54,42.5,339.2,2.7,55.89,Rain
"Winnipeg, MB, Canada",07/15/2020,26.1,15.8,20.6,,,0,,,18.3,225.5,46.4,326.2,2.3,53.92,Clear
"Winnipeg, MB, Canada",07/16/2020,27,17.8,22.5,,26.5,0,,,12.9,244.08,33.5,326.4,4.2,52.95,Clear
"Winnipeg, MB, Canada",07/17/2020,28.2,16.9,21.8,,28,18.57,,,12.6,197.88,48.1,326.8,2.4,64.75,Rain
"Winnipeg, MB, Canada",07/18/2020,23.8,17.5,20.1,,,3.39,,,11.8,241.75,35.3,325.4,3.3,80.05,Rain
"Winnipeg, MB, Canada",07/19/2020,23.8,15.5,18.9,,,1.4,,,15.8,277.71,37.1,326.5,3.6,64.02,Rain
"Winnipeg, MB, Canada",07/20/2020,24,13.7,19.4,,,0,,,7.5,136.08,,328.8,2.2,58.98,Clear
"Winnipeg, MB, Canada",07/21/2020,24.8,15,20.3,,,0.3,,,7.9,102.88,,328.7,3.3,61.84,Rain
"Winnipeg, MB, Canada",07/22/2020,25.8,14.8,20.5,,,0,,,25.9,195.75,38,214.7,13.9,58.84,Clear
"Winnipeg, MB, Canada",07/23/2020,24.7,16.1,21,,,0,,,8.9,183,48.2,290.1,2.5,67.26,Clear
"Winnipeg, MB, Canada",07/24/2020,33.2,20.5,26.4,,38,0,,,13.4,196.33,38.9,325.9,4.9,69.77,Clear
"Winnipeg, MB, Canada",07/25/2020,33.1,22.3,27.6,,34.9,0,,,15.1,217.46,31.5,339,3.4,61.15,Clear
"Winnipeg, MB, Canada",07/26/2020,26.2,17.5,22.6,,,0,,,14.7,262.33,41,327.8,2.7,51.22,Clear
"Winnipeg, MB, Canada",07/27/2020,26,16.6,21.8,,,0,,,14.5,280.88,48.2,327.7,3.2,54.52,Clear
"Winnipeg, MB, Canada",07/28/2020,25.3,16.9,21.3,,,0,,,11.7,169.54,29.5,327.4,2,61.8,Clear
"Winnipeg, MB, Canada",07/29/2020,27.7,15.6,21.7,,27.4,0,,,7.7,152.75,,328.6,1.8,63.73,Clear
"Winnipeg, MB, Canada",07/30/2020,29.2,16.7,23.5,,28.6,0,,,7.8,153.54,,329,3.2,59.73,Clear
"Winnipeg, MB, Canada",07/31/2020,27.3,17.5,22.4,,28.3,0,,,13.7,281.13,44.5,328.4,2.6,66.48,Clear
"Winnipeg, MB, Canada",08/01/2020,24.4,16,20.4,,,0.3,,,15.3,202.71,37.1,333,2.3,62.34,Rain
"Winnipeg, MB, Canada",08/02/2020,24.1,13.7,19.6,,,0,,,11.9,167.17,33.5,330.8,1.5,55.87,Clear
"Winnipeg, MB, Canada",08/03/2020,26.7,13.3,20.8,,,0.2,,,8,164.42,,330.7,1.7,52.04,Rain
"Winnipeg, MB, Canada",08/04/2020,26,13.8,21,,,0,,,10.2,189.75,37.1,329.5,1.1,51.43,Clear
"Winnipeg, MB, Canada",08/05/2020,27.7,15.7,22.1,,27.4,0,,,13.7,168.83,33.5,331.2,2.2,56.95,Clear
"Winnipeg, MB, Canada",08/06/2020,28.6,17.7,23.3,,28.2,0.2,,,10.1,207.54,38.9,327.8,2.3,62,Rain
"Winnipeg, MB, Canada",08/07/2020,27,17.8,22.8,,28.1,0,,,8.5,181.63,33.5,326.6,3.1,73.83,Clear
"Winnipeg, MB, Canada",08/08/2020,28.1,18.6,23.6,,27.2,0,,,14.4,237.71,40.6,327.1,3.2,48.76,Clear
"Winnipeg, MB, Canada",08/09/2020,25.5,17.3,20.9,,,1.52,,,12,243.38,42.4,326.4,2,58.42,Rain
"Winnipeg, MB, Canada",08/10/2020,27.3,13.2,20.4,,26.3,0,,,17.7,236.63,61.1,326.1,1.2,41.71,Clear
"Winnipeg, MB, Canada",08/11/2020,27.3,15,21.4,,26.4,0,,,14.2,270.63,40.7,326.7,1.7,41.49,Clear
"Winnipeg, MB, Canada",08/12/2020,30.4,15.1,23.2,,30.3,0,,,11.6,112.04,42.4,327.8,4.5,49.85,Clear
"Winnipeg, MB, Canada",08/13/2020,25,17.2,20.5,,,31.33,,,12,143.58,44.6,325.5,4.4,80.54,Rain
"Winnipeg, MB, Canada",08/14/2020,19.7,14.2,17.4,,,19.96,,,11.7,272.04,31.7,321.2,5.2,90.68,Rain
"Winnipeg, MB, Canada",08/15/2020,24.9,12.8,18.6,,,3,,,13.5,255.75,37.1,289.7,3.2,62.94,Rain
"Winnipeg, MB, Canada",08/16/2020,23.8,15,19.3,,,0,,,13.7,293.17,46.3,328.9,2,52.75,Clear
"Winnipeg, MB, Canada",08/17/2020,25.5,13.7,19.5,,,0,,,6,248.17,,330.2,1.2,53.08,Clear
"Winnipeg, MB, Canada",08/18/2020,32.7,15.1,23.9,,32.4,0,,,9.1,190.75,31.7,341.7,2.9,58.32,Clear
"Winnipeg, MB, Canada",08/19/2020,31.2,19.6,25,,30.5,0,,,10.3,167.83,29.5,325.5,3,63.97,Clear
"Winnipeg, MB, Canada",08/20/2020,30.9,18,24.5,,30.1,1.74,,,7.9,107.5,44.3,326.3,3.5,63.54,Rain
"Winnipeg, MB, Canada",08/21/2020,29.8,19.7,25.3,,30.5,0,,,4,160.42,,326.1,3,66.46,Clear
"Winnipeg, MB, Canada",08/22/2020,24.3,19.2,21.5,,,1.18,,,11,244.88,37,324.6,5.2,81.07,Rain
"Winnipeg, MB, Canada",08/23/2020,24.2,16.8,20,,,0,,,11.7,243.04,33.5,340.5,2.8,81.2,Clear
"Winnipeg, MB, Canada",08/24/2020,29.8,15.1,22.3,,28.5,0,,,9.4,234.75,29.5,328.4,1.4,57.52,Clear
"Winnipeg, MB, Canada",08/25/2020,28.5,16.1,22,,27.5,0,,,6.7,131.42,37.1,174.4,29.5,57.02,Partially cloudy
"Winnipeg, MB, Canada",08/26/2020,23.9,18.5,20.9,,,0,,,22.2,288.25,33.5,288.5,6.7,69.26,Clear
"Winnipeg, MB, Canada",08/27/2020,25.3,13.7,19.9,,,0,,,5.9,163.54,,327.5,3.2,66.23,Clear
"Winnipeg, MB, Canada",08/28/2020,21.9,15.6,18.8,,,5.48,,,17.6,246.29,48,339.7,4.6,64.37,Rain
"Winnipeg, MB, Canada",08/29/2020,23.4,12.7,18.3,,,0,,,9.3,252.25,,415.8,1.2,60.27,Clear
"Winnipeg, MB, Canada",08/30/2020,21.3,13.3,16.2,,,15.55,,,10.6,209.17,68.4,487.9,2,75.72,Rain
"Winnipeg, MB, Canada",08/31/2020,16.7,10.8,13.7,,,0,,,13,255.79,44.5,375.7,2.2,62.02,Clear
"Winnipeg, MB, Canada",09/01/2020,21.7,8.6,13.9,7.5,,2.26,,,12.9,222.46,53.6,336.7,5.5,62.94,Rain
"Winnipeg, MB, Canada",09/02/2020,19.9,10.5,14.2,,,9.01,,,11.7,238.71,37.1,321.7,3.4,69.67,Rain
"Winnipeg, MB, Canada",09/03/2020,17.4,10.8,13.6,,,8.4,,,14.3,303.25,53.6,325.6,2.9,63.47,Rain
"Winnipeg, MB, Canada",09/04/2020,18.7,8.2,13.9,8.5,,0,,,13.5,281.79,46.2,328.6,1.6,56,Clear
"Winnipeg, MB, Canada",09/05/2020,22.9,9.8,16.7,,,0,,,10.7,213.08,38.9,291.4,2.9,56.76,Clear
"Winnipeg, MB, Canada",09/06/2020,19,10.1,15.9,,,0,,,20.4,271.96,51.8,491.3,2.2,61.36,Clear
"Winnipeg, MB, Canada",09/07/2020,11,5.1,8.2,3.2,,0,,,17.6,318.04,48.2,329.9,3.8,61.31,Clear
"Winnipeg, MB, Canada",09/08/2020,11.4,3.2,7.4,2,,0,,,9.1,292.5,29.5,332.8,3.8,66.83,Clear
"Winnipeg, MB, Canada",09/09/2020,16,3.8,9.9,1.3,,0,,,15.7,211.42,42.4,332.4,6.9,49.76,Clear
"Winnipeg, MB, Canada",09/10/2020,22.9,6.9,14.4,4.7,,0,,,12.1,199.63,35.3,331.2,2.9,48.85,Clear
"Winnipeg, MB, Canada",09/11/2020,20.9,9.8,15.2,9.3,,0,,,12.2,184.83,46.4,329.9,2,49.49,Clear
"Winnipeg, MB, Canada",09/12/2020,21.2,9.1,14.5,7.7,,0,,,11.9,252.96,40.7,330.7,2,63.2,Clear
"Winnipeg, MB, Canada",09/13/2020,15.1,8,11.6,8.8,,0.56,,,14,271.08,40.6,330.4,4.9,65.61,Rain
"Winnipeg, MB, Canada",09/14/2020,16.3,4.3,11,,,0,,,4.4,84.71,33.5,331,4.1,66.97,Clear
"Winnipeg, MB, Canada",09/15/2020,17,12.1,13.9,,,0,,,10.1,245.96,,328.3,5.7,67.46,Clear
"Winnipeg, MB, Canada",09/16/2020,12,6.1,8.7,3.1,,0.36,,,17.4,322.67,49.8,330.2,3.5,58.28,Rain
"Winnipeg, MB, Canada",09/17/2020,12.7,1.9,7.2,,,0,,,5.6,283.54,,332.4,2.7,53.95,Clear
"Winnipeg, MB, Canada",09/18/2020,19.7,1.5,10.1,6.4,,0.5,,,14.7,196.38,50,330.6,4.5,58.95,Rain
"Winnipeg, MB, Canada",09/19/2020,23.7,7,15.6,,,0,,,11.8,147.92,35.3,328.4,1.1,58.9,Clear
"Winnipeg, MB, Canada",09/20/2020,22.1,13.2,17.7,,,0.24,,,12,162.83,53.6,323.2,3.5,67.87,Rain
"Winnipeg, MB, Canada",09/21/2020,22.1,16.8,19,,,0,,,19.1,236.13,59.4,324.6,4.8,56.68,Clear
"Winnipeg, MB, Canada",09/22/2020,29.9,8.6,19,8.5,28.2,0,,,12.2,206.08,49.9,328.2,1.8,48.52,Clear
"Winnipeg, MB, Canada",09/23/2020,17.1,9.6,12.4,,,1.5,,,14,195.29,33.5,329.3,3.4,78.03,Rain
"Winnipeg, MB, Canada",09/24/2020,21.1,5.4,13.2,,,0,,,6,60.79,46.3,327.2,3.5,73.86,Clear
"Winnipeg, MB, Canada",09/25/2020,25.7,15.1,19,,,2.66,,,12.1,227.58,55.3,337.4,3.2,56.28,Rain
"Winnipeg, MB, Canada",09/26/2020,22.4,11.8,17.4,,,0,,,8.3,227.79,40.7,323,4.2,43,Clear
"Winnipeg, MB, Canada",09/27/2020,14.4,10.3,12.6,,,0.12,,,16.6,309.88,64.6,324.7,4.7,66.25,Rain
"Winnipeg, MB, Canada",09/28/2020,13.3,8.1,10.3,5.8,,0,,,14.6,312.08,48.1,328.4,4.5,69.65,Clear
"Winnipeg, MB, Canada",09/29/2020,19.2,7.9,13,6.7,,1.06,,,15.7,267.71,46.3,325.6,4.2,60.91,Rain
"Winnipeg, MB, Canada",09/30/2020,12.2,6,9.5,2.6,,2.93,,,17.9,311.67,40.7,327.2,5,72.18,Rain
