Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"Winnipeg, MB, Canada",05/25/2021,18.3,2.5,13.4,-2,,0.3,,,21.9,253.29,53.6,324.2,5.8,59.48,Rain
"Winnipeg, MB, Canada",05/26/2021,7.4,1.3,3.9,-2.9,,0.75,,,17.3,205.33,46.4,331.6,5.8,58.27,Rain
"Winnipeg, MB, Canada",05/27/2021,14.7,-0.1,7.6,-0.4,,0,,,10.2,51.88,35.3,332.5,3,42.91,Clear
"Winnipeg, MB, Canada",05/28/2021,19.2,3,12.1,,,0,,,14,191.67,55.4,330.7,2.5,35.57,Clear
"Winnipeg, MB, Canada",05/29/2021,22.3,11.3,15.4,,,0.26,,,19.1,198.58,55.3,328.2,6.8,47.9,Rain
"Winnipeg, MB, Canada",05/30/2021,20.8,11.5,15.4,,,0,,,15.6,191.63,42.4,328.6,6.3,55.5,Clear
"Winnipeg, MB, Canada",05/31/2021,24,7.5,15.4,7.6,,1.75,,,7.6,278.13,,330.1,3.6,50.03,Rain
"Winnipeg, MB, Canada",06/01/2021,28.4,11.9,19.7,,27,1,,,10.4,228,38.9,137.8,50.3,39.47,"Rain, Partially cloudy"
"Winnipeg, MB, Canada",06/02/2021,29.1,12.1,22,,27.6,1.5,,,10.6,155.5,35.3,212.9,25.9,39.46,"Rain, Partially cloudy"
"Winnipeg, MB, Canada",06/03/2021,29.7,18.6,24.4,,28.4,0.97,,,17.3,151.67,59.4,325.3,5.6,44.35,Rain
"Winnipeg, MB, Canada",06/04/2021,35.1,20.4,27.1,,33.5,0,,,17.6,176.92,48.2,324,5.1,38.95,Clear
"Winnipeg, MB, Canada",06/05/2021,34.7,16.7,25.4,,32.8,3.56,,,9.8,161.54,48.2,324,4.6,48.54,Rain
"Winnipeg, MB, Canada",06/06/2021,26.8,18.2,22.8,,26,9.9,,,18.9,207.21,55.4,322.9,4.9,51.85,Rain
"Winnipeg, MB, Canada",06/07/2021,24.8,14.8,20.1,,,0,,,10.5,163.96,33.5,339.8,3.9,44.49,Clear
"Winnipeg, MB, Canada",06/08/2021,29.7,16,23.5,,28.4,0,,,9.7,59.88,29.5,328.3,7.1,43.79,Clear
"Winnipeg, MB, Canada",06/09/2021,23.7,16.9,20.5,,,65.76,,,10.6,187.75,50,325.2,7.5,79.08,Rain
"Winnipeg, MB, Canada",06/10/2021,20.9,16.5,18.8,,,0,,,12,132.96,37.1,326.6,7.4,82.4,Clear
"Winnipeg, MB, Canada",06/11/2021,24.7,16.7,19.8,,,9.05,,,32.3,145.96,70.4,327.6,6.4,71.65,Rain
"Winnipeg, MB, Canada",06/12/2021,27.1,16.1,21.7,,26.3,0,,,17,250.08,59.3,326.7,3,45.07,Clear
"Winnipeg, MB, Canada",06/13/2021,26.7,17.1,22.7,,26.1,0.43,,,14,273.25,46.3,328.4,3.3,41.15,Rain
"Winnipeg, MB, Canada",06/14/2021,25.4,14.5,21.5,,,0,,,12.3,206.58,37.1,330.2,0.4,44.93,Clear
"Winnipeg, MB, Canada",06/15/2021,28,14.9,22,,27.2,0.25,,,8.3,165.67,33.5,330.4,1.3,51.54,Rain
"Winnipeg, MB, Canada",06/16/2021,31.9,16.7,24,,31.3,1.35,,,14,200.21,68.2,327.5,4,49.32,Rain
"Winnipeg, MB, Canada",06/17/2021,29.2,17.1,23.7,,27.5,0,,,15.9,255.71,53.6,326.2,1.5,33.32,Clear
"Winnipeg, MB, Canada",06/18/2021,20.9,13.7,17.6,,,0.3,,,15.2,274.88,44.6,326.7,3.1,54.05,Rain
"Winnipeg, MB, Canada",06/19/2021,22.9,11.7,17.3,,,0.25,,,13.4,228.75,35.3,326.8,5.7,59.7,Rain
"Winnipeg, MB, Canada",06/20/2021,20.2,11.6,16.5,,,0,,,18.5,324.08,42.5,213.1,16.4,52.47,Clear
"Winnipeg, MB, Canada",06/21/2021,15.9,7.5,12.4,5.8,,0,,,12.1,317,48,328.2,5.2,49.84,Clear
"Winnipeg, MB, Canada",06/22/2021,25.7,10.6,18.3,,,0,,,10.3,233.21,42.5,325.8,5.8,43.84,Clear
"Winnipeg, MB, Canada",06/23/2021,31.2,19.6,23.7,,29.7,0,,,17.2,245.21,53.5,323.8,5.4,40.96,Clear
"Winnipeg, MB, Canada",06/24/2021,25.8,16.6,21.5,,,0,,,13.9,309.42,38.9,326.8,4,48.33,Clear
"Winnipeg, MB, Canada",06/25/2021,26.2,16.6,21.2,,,0,,,15.1,225.42,40.7,327.6,6.7,53.03,Clear
"Winnipeg, MB, Canada",06/26/2021,27.2,15,21.1,,27.3,0,,,13.9,173.63,40.7,326.3,4.8,64.98,Clear
"Winnipeg, MB, Canada",06/27/2021,25.7,17.1,21.5,,,9.55,,,13.8,313.21,46.4,328,5.1,50.49,Rain
"Winnipeg, MB, Canada",06/28/2021,26,15.6,20.8,,,0,,,13.7,232.92,35.3,329.7,3,56.4,Clear
"Winnipeg, MB, Canada",06/29/2021,30.3,15.8,23.6,,28.7,0,,,9.9,253.63,31.7,329.5,4.2,46.67,Clear
"Winnipeg, MB, Canada",06/30/2021,30.9,21.9,26.3,,30,0,,,9.9,134.88,33.5,329.4,3.8,45.89,Clear
"Winnipeg, MB, Canada",07/01/2021,31.8,16.9,25.2,,29.9,0.2,,,7.5,125.54,,327.7,2.5,43.28,Rain
"Winnipeg, MB, Canada",07/02/2021,34.2,19.1,27,,33.6,0,,,9.3,157.79,,324.4,0.4,44.52,Clear
"Winnipeg, MB, Canada",07/03/2021,34.2,22.7,28.3,,32.8,2.15,,,16.6,199.04,48.1,326.7,4.8,48.11,Rain
"Winnipeg, MB, Canada",07/04/2021,32.1,20.7,25.7,,32.4,0.9,,,14,224.08,44.6,324.7,4.3,63.42,Rain
"Winnipeg, MB, Canada",07/05/2021,25.1,14.5,21.9,,,0,,,15.9,161.21,40.7,290.3,3.7,64.35,Clear
"Winnipeg, MB, Canada",07/06/2021,17.6,13.2,14.8,,,0,,,13.4,88.25,33.5,286.6,7.3,63.33,Clear
"Winnipeg, MB, Canada",07/07/2021,24.1,11.4,18.1,,,0,,,9.8,248.96,,349.1,4.7,48.22,Clear
"Winnipeg, MB, Canada",07/08/2021,25.5,13,19.9,,,0,,,7.9,165.46,,326.6,3.6,55.1,Clear
"Winnipeg, MB, Canada",07/09/2021,29.3,16.1,23.5,,28.1,0.25,,,11.2,203.38,37.1,328.5,4.2,48.13,Rain
"Winnipeg, MB, Canada",07/10/2021,33,19.8,26.4,,31.7,0,,,11.5,235.63,,328.2,2.6,43.14,Clear
"Winnipeg, MB, Canada",07/11/2021,34.3,19.4,27.8,,32.8,0.2,,,11.6,219,35.3,325.5,2.1,46.85,Rain
"Winnipeg, MB, Canada",07/12/2021,29,20.3,24.2,,28.2,0.93,,,15.3,229.75,37.1,325.4,4,55.41,Rain
"Winnipeg, MB, Canada",07/13/2021,25.7,17.7,21.7,,,0,,,11.7,160.58,38.9,323.6,2.4,58.72,Clear
"Winnipeg, MB, Canada",07/14/2021,27.8,15.7,22.2,,26.9,0.55,,,5.6,105.26,,410.1,2.9,44.96,Rain
"Winnipeg, MB, Canada",07/15/2021,29.9,18.5,24.4,,29,2.3,,,11.9,181.29,59.4,321.7,3.4,50.37,Rain
"Winnipeg, MB, Canada",07/16/2021,31.9,19.6,26,,30.7,0.2,,,14,198.54,49.9,325.6,3.3,47.72,Rain
"Winnipeg, MB, Canada",07/17/2021,30.9,20.5,25.9,,30.2,0,,,12.1,214.67,42.4,325.8,3.8,47.79,Clear
"Winnipeg, MB, Canada",07/18/2021,32.7,19.1,26.3,,33.3,0,,,15.1,211.42,42.4,326.8,3.6,53.82,Clear
"Winnipeg, MB, Canada",07/19/2021,27.5,18.7,21.6,,28.3,10.8,,,12.2,179.21,57.2,318.8,4.3,74.43,Rain
"Winnipeg, MB, Canada",07/20/2021,21,16.7,19.2,,,6.2,,,10.1,87.79,,316.1,6.2,82.76,Rain
"Winnipeg, MB, Canada",07/21/2021,25.3,18.7,21.5,,,6.35,,,13,115.46,44.6,315.5,7.1,82.49,Rain
"Winnipeg, MB, Canada",07/22/2021,30.6,18.9,24.7,,33.1,0.12,,,8.3,86.21,,319.3,4.8,71.95,Rain
"Winnipeg, MB, Canada",07/23/2021,31.7,23.3,27.5,,31.4,0,,,13.6,251.63,37.1,321.9,4.6,53.37,Clear
"Winnipeg, MB, Canada",07/24/2021,28.9,17.1,23.8,,27.7,0,,,13.1,272.92,48.2,324.5,1,40.62,Clear
"Winnipeg, MB, Canada",07/25/2021,29.9,18.1,24.4,,28.3,0,,,11.1,279.79,40.6,330.7,1.2,36.53,Clear
"Winnipeg, MB, Canada",07/26/2021,27,18.6,22.9,,26.6,0.06,,,10.2,155.63,29.5,327.8,5.7,47.85,Rain
"Winnipeg, MB, Canada",07/27/2021,30.1,15.7,23.3,,28.7,0,,,7.6,126.25,,324.5,1.7,52.6,Clear
"Winnipeg, MB, Canada",07/28/2021,30,20.1,24.4,,28.5,0,,,17.7,157.75,41.7,325.5,5.1,48.91,Clear
"Winnipeg, MB, Canada",07/29/2021,27.9,15.5,21.7,,26.9,0,,,10,263.21,31.7,323.1,5.2,48.67,Clear
"Winnipeg, MB, Canada",07/30/2021,32,18.6,24,,30.4,0.75,,,17.5,217.29,44.2,324.4,4.4,45.64,Rain
"Winnipeg, MB, Canada",07/31/2021,25.3,17.1,21.4,,,0,,,16.6,227.54,46.3,326.8,3.1,52.66,Clear
"Winnipeg, MB, Canada",08/01/2021,26.9,14.8,21.1,,26.3,0,,,7.8,300.92,,324.7,4.9,48.18,Clear
"Winnipeg, MB, Canada",08/02/2021,30.2,17.6,23.7,,29,0,,,7.8,237.29,,319.8,2.3,45.71,Clear
"Winnipeg, MB, Canada",08/03/2021,32.9,18.6,26.2,,31.2,0,,,13.4,214.75,33.5,318.4,4.9,43.57,Clear
"Winnipeg, MB, Canada",08/04/2021,25.6,21.5,24.2,,,0.9,,,11.8,206.92,38.9,321.1,10.8,54.67,Rain
"Winnipeg, MB, Canada",08/05/2021,21.7,15.3,19.4,,,0,,,17.2,253.17,40.6,317.6,5.7,77.56,Clear
"Winnipeg, MB, Canada",08/06/2021,24.9,10.9,18,,,0,,,5.7,116.04,,318.5,3.7,62.4,Clear
"Winnipeg, MB, Canada",08/07/2021,30.1,14,22.2,,29.3,0,,,7,115.29,38.9,319.1,1.3,60.25,Clear
"Winnipeg, MB, Canada",08/08/2021,31.5,18.2,25,,32.3,0,,,13.4,196.46,50,322.4,2.1,63.38,Clear
"Winnipeg, MB, Canada",08/09/2021,25.1,18.1,20,,,38.4,,,13.7,164.83,46.4,318.7,5.3,81.22,Rain
"Winnipeg, MB, Canada",08/10/2021,24.8,17,20.4,,,7.92,,,24,224.75,48.2,207.3,37.8,69.47,"Rain, Partially cloudy"
"Winnipeg, MB, Canada",08/11/2021,23.3,13.6,18.6,,,5.75,,,16.8,241.79,68.4,180.5,14.1,60.15,Rain
