Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"Winnipeg, MB, Canada",05/13/2019,24.9,9.3,16.9,,,0,,,12.4,173.5,44.6,325.7,4.5,41.34,Clear
"Winnipeg, MB, Canada",05/14/2019,16.2,9.2,13,8.3,,0,,,16.2,126,38.9,328.1,4.1,41.1,Clear
"Winnipeg, MB, Canada",05/15/2019,16.2,5.7,10.6,,,15.76,,,14.5,172.29,42.1,327.2,2.9,55.4,Rain
"Winnipeg, MB, Canada",05/16/2019,11.2,5.3,8.2,1.8,,3.5,,,23.7,248.33,45.1,327.6,3.5,61.47,Rain
"Winnipeg, MB, Canada",05/17/2019,16,1.9,8.5,2,,0,,,17.6,136.46,44.5,329.4,2.2,50.88,Clear
"Winnipeg, MB, Canada",05/18/2019,12.9,3.1,8.3,-0.2,,0,,,19.4,36.79,46.4,329.7,4.5,46.82,Clear
"Winnipeg, MB, Canada",05/19/2019,15.8,4,10,1.9,,0,,,15.9,30.63,44.5,330.1,3.8,44.58,Clear
"Winnipeg, MB, Canada",05/20/2019,20.3,4.9,13.6,4.5,,0,,,9.9,104.42,31.3,330.2,2,44.51,Clear
"Winnipeg, MB, Canada",05/21/2019,23.1,7,15.9,,,0,,,12.9,67.17,40.7,329.5,3.5,36.81,Clear
"Winnipeg, MB, Canada",05/22/2019,15.3,9.5,12.2,7.4,,3.73,,,19.4,54.83,49.9,325.8,6.5,57.93,Rain
"Winnipeg, MB, Canada",05/23/2019,21,7.9,14.4,6.3,,0,,,11.8,128.96,29.5,329,2.7,53.31,Clear
"Winnipeg, MB, Canada",05/24/2019,13.3,9.1,10.8,7.8,,13.85,,,12.7,106.29,44.6,322.6,4.9,76.55,Rain
"Winnipeg, MB, Canada",05/25/2019,20.5,8.2,12.8,5.9,,3.2,,,15.6,259.71,42.5,323.5,4.2,70.08,Rain
"Winnipeg, MB, Canada",05/26/2019,13,5.6,8.8,3.4,,9.85,,,12.2,104.04,32.6,330.4,4.6,59.48,Rain
"Winnipeg, MB, Canada",05/27/2019,19.7,3.6,12.4,1.7,,0,,,9.4,150.21,,329.6,1.4,45.56,Clear
"Winnipeg, MB, Canada",05/28/2019,25.1,10.7,17.5,,,0,,,14,275.71,53.4,326.2,2.4,33.46,Clear
"Winnipeg, MB, Canada",05/29/2019,25.9,8.6,18.7,,,0,,,7.7,184.33,35.3,326,3,37.92,Clear
"Winnipeg, MB, Canada",05/30/2019,30.2,12.2,20.6,,28.4,0,,,10.2,97.5,38.9,322.6,2.5,44.08,Clear
"Winnipeg, MB, Canada",05/31/2019,17.8,8.2,12.5,5.6,,0,,,18.5,56.21,46.3,327.7,3.5,52.92,Clear
"Winnipeg, MB, Canada",06/01/2019,17.2,6.8,12.2,7.5,,0,,,13.2,206.96,44.6,328.8,2,44.59,Clear
"Winnipeg, MB, Canada",06/02/2019,18,4.5,11.7,5.8,,0,,,8.6,78.67,,342.6,2,45.21,Clear
"Winnipeg, MB, Canada",06/03/2019,26.1,11.2,16.1,,,5.55,,,10.8,94.58,51.8,324.7,3.8,48.86,Rain
"Winnipeg, MB, Canada",06/04/2019,25.7,12,18.9,,,0,,,17.5,119.71,37.1,323.3,3.1,58.45,Clear
"Winnipeg, MB, Canada",06/05/2019,24.7,10.5,18,,,0.3,,,8.8,130.54,37.1,327,2.5,51.94,Rain
"Winnipeg, MB, Canada",06/06/2019,27.2,13.9,20.6,,26.3,0,,,11.8,42.25,31.7,326.9,3.3,47.3,Clear
"Winnipeg, MB, Canada",06/07/2019,35.3,18.4,27,,33.8,3,,,17.6,159.38,57.5,323.3,4.1,39.1,Rain
"Winnipeg, MB, Canada",06/08/2019,27.6,11.6,19.4,,28,10.6,,,21.5,256.75,42.7,324.1,3.8,74.06,Rain
"Winnipeg, MB, Canada",06/09/2019,19.8,11.5,15.5,,,0,,,12.2,287.17,46.2,329.3,2.7,56.49,Clear
"Winnipeg, MB, Canada",06/10/2019,19.8,10.9,15,,,2.6,,,10.7,272.38,35.3,330,2.7,48.08,Rain
"Winnipeg, MB, Canada",06/11/2019,18.1,11.3,15,,,0.2,,,18.3,145.92,42.4,328.6,3.1,44.22,Rain
"Winnipeg, MB, Canada",06/12/2019,20.8,7.4,14.5,6.6,,0,,,8.2,263.04,31.7,330.1,1.5,35.26,Clear
"Winnipeg, MB, Canada",06/13/2019,25.7,11.1,19,,,0,,,13.5,198.63,40.6,327.2,2.6,38.89,Clear
"Winnipeg, MB, Canada",06/14/2019,25.1,16.7,20.3,,,0,,,16,83.13,40.7,324.2,3.6,43.26,Clear
"Winnipeg, MB, Canada",06/15/2019,19.7,10.9,16,,,1.9,,,12.7,103.5,40.7,327.1,4.4,42.54,Rain
"Winnipeg, MB, Canada",06/16/2019,16.6,12.7,14.3,,,10.63,,,11.8,121.33,37.1,326.5,4.8,69.68,Rain
"Winnipeg, MB, Canada",06/17/2019,21.1,11.7,16.3,,,7.21,,,9.9,165.88,29.5,327.3,5,72.04,Rain
"Winnipeg, MB, Canada",06/18/2019,23.8,15.4,19.7,,,0.3,,,5.9,291.63,,328.6,4.6,44.45,Rain
"Winnipeg, MB, Canada",06/19/2019,26.9,12.6,21.1,,26.1,0,,,9.4,193.92,,327,3.7,43.69,Clear
"Winnipeg, MB, Canada",06/20/2019,26.9,13,21,,26.2,0,,,13.2,134.79,53.5,339.2,2.8,45.99,Clear
"Winnipeg, MB, Canada",06/21/2019,24.9,13.6,19.6,,,1.79,,,15.4,103.13,49.9,327.5,3.7,51.74,Rain
"Winnipeg, MB, Canada",06/22/2019,21.8,15.8,18.4,,,8.36,,,9.2,144.71,51.7,327.2,3.8,71.35,Rain
"Winnipeg, MB, Canada",06/23/2019,24.7,14.7,19.5,,,0,,,14.9,217.46,40.7,325.6,3,61.72,Clear
"Winnipeg, MB, Canada",06/24/2019,25.8,16,20.8,,,0,,,12.6,227.54,38.9,324.3,2.8,56.87,Clear
"Winnipeg, MB, Canada",06/25/2019,25.2,16.5,20.9,,,0,,,11.9,262.54,39.8,324.8,3.6,58.07,Clear
"Winnipeg, MB, Canada",06/26/2019,28.3,16.7,22.2,,27.3,0,,,13.8,280.38,40.6,330.6,1.5,49.93,Clear
"Winnipeg, MB, Canada",06/27/2019,27.9,16,22.2,,27.2,0,,,7.9,56.63,31.7,329.2,3.2,50.33,Clear
"Winnipeg, MB, Canada",06/28/2019,30.5,16.2,23.7,,28.8,0,,,8.5,53.29,,329.9,3.7,42.6,Clear
"Winnipeg, MB, Canada",06/29/2019,27.8,17.4,22.2,,28,1.86,,,13.8,109.46,50,291,4.4,59.07,Rain
"Winnipeg, MB, Canada",06/30/2019,31.1,20.5,26.3,,29.2,0,,,16.8,255.96,46.4,289.2,3.6,45.83,Clear
"Winnipeg, MB, Canada",07/01/2019,28.5,17.7,23.4,,27.2,0,,,13.3,243.21,33.4,327.9,2.3,41.35,Clear
"Winnipeg, MB, Canada",07/02/2019,24.9,18.7,22.2,,,0.3,,,13.9,266.79,41.6,326.6,2.7,53.9,Rain
"Winnipeg, MB, Canada",07/03/2019,21.7,14.5,18.6,,,3.77,,,11.4,242.83,,327.5,3.7,58.52,Rain
"Winnipeg, MB, Canada",07/04/2019,26.7,15.1,21.2,,26.1,0.2,,,10.2,264.29,33.5,327.9,3.8,54.3,Rain
"Winnipeg, MB, Canada",07/05/2019,23.6,15.7,20.2,,,0,,,11.5,127.25,66.1,330.2,2.7,53,Clear
"Winnipeg, MB, Canada",07/06/2019,23.9,11.6,18.4,,,0,,,9.7,154.79,,323,2.6,50.07,Clear
"Winnipeg, MB, Canada",07/07/2019,28.9,15.1,22.3,,27.8,0,,,9.8,180.38,35.3,321,2.4,47.75,Clear
"Winnipeg, MB, Canada",07/08/2019,28.2,20.1,22.8,,29.8,0.3,,,15.1,217.17,42.5,323.3,2.4,68.23,Rain
"Winnipeg, MB, Canada",07/09/2019,22.9,18.2,20.2,,,50.54,,,15.3,140.88,33.5,321.3,4.6,85.13,Rain
"Winnipeg, MB, Canada",07/10/2019,25.9,17.7,21.4,,,30.18,,,17.7,243.67,42.4,323,3.6,69.53,Rain
"Winnipeg, MB, Canada",07/11/2019,29.3,15.5,23.1,,29.7,2.25,,,24,211.46,43.2,327.5,2.9,63.94,Rain
"Winnipeg, MB, Canada",07/12/2019,24.1,16.8,20.8,,,0,,,11.6,277.17,35.3,327.3,3.8,63.38,Clear
"Winnipeg, MB, Canada",07/13/2019,29,16.7,23.3,,29.2,0,,,11.3,188.58,31.7,328.2,1.6,60.69,Clear
"Winnipeg, MB, Canada",07/14/2019,30.6,18.6,25.1,,33.2,35.6,,,17.4,213.92,74.2,325.9,2.4,71.06,Rain
"Winnipeg, MB, Canada",07/15/2019,28.2,21,25.4,,29.5,12.7,,,13.7,251.96,53.6,324.2,3.1,69.14,Rain
"Winnipeg, MB, Canada",07/16/2019,26.7,18.8,23,,26.7,0,,,7.6,227.92,,325.7,2.2,60.79,Clear
"Winnipeg, MB, Canada",07/17/2019,23.7,18.1,21.1,,,6.95,,,8.8,150.46,33.5,329.2,3.3,73.69,Rain
"Winnipeg, MB, Canada",07/18/2019,27.8,18,22.6,,28.7,2.36,,,16.9,224.5,42.5,323.9,2.6,68.18,Rain
"Winnipeg, MB, Canada",07/19/2019,26.5,17.4,22.1,,,0,,,17.7,234.17,37.1,324.6,2,56.14,Clear
"Winnipeg, MB, Canada",07/20/2019,23.3,15.6,19.2,,,0.3,,,13.7,215.58,35.7,327.5,2.8,62.27,Rain
"Winnipeg, MB, Canada",07/21/2019,23.7,13,19,,,0,,,9.7,183.38,,330.5,2.1,53.84,Clear
"Winnipeg, MB, Canada",07/22/2019,26.8,15.9,22,,26.5,0,,,10.2,280.33,29.5,331,0.9,47.85,Clear
"Winnipeg, MB, Canada",07/23/2019,29.1,17.5,24,,28.2,0,,,10.9,246.54,,330.4,1.8,50.97,Clear
"Winnipeg, MB, Canada",07/24/2019,29.2,17.8,23.9,,28.3,0,,,10.9,210.33,38.9,327.8,3.4,56.54,Clear
"Winnipeg, MB, Canada",07/25/2019,29.3,20.1,24.6,,28.8,0.06,,,14.4,225.96,40.7,325.8,3,54.87,Rain
"Winnipeg, MB, Canada",07/26/2019,24.8,16.5,20.9,,,2.9,,,14.6,224.38,46.3,326.1,3.5,59.81,Rain
"Winnipeg, MB, Canada",07/27/2019,29.2,18.5,23.8,,28.4,0,,,9.7,261.92,27.7,327.7,2.6,58.06,Clear
"Winnipeg, MB, Canada",07/28/2019,26.4,20.7,23.3,,,0.25,,,17.6,224.67,46.4,326.1,3.4,53.13,Rain
"Winnipeg, MB, Canada",07/29/2019,21.9,14.6,18.2,,,0,,,17,277.83,46.3,328,2.7,53.76,Clear
"Winnipeg, MB, Canada",07/30/2019,24.9,11.9,18.8,,,0.2,,,7.7,181.46,,329.8,1.4,48.06,Rain
"Winnipeg, MB, Canada",07/31/2019,28.3,13.8,21.8,,28.5,0,,,10.5,203.96,53.6,328.9,2.7,57.22,Clear
"Winnipeg, MB, Canada",08/01/2019,31.2,18.8,24.9,,29.9,0,,,8,139.75,,329.1,2.2,58.98,Clear
"Winnipeg, MB, Canada",08/02/2019,31.8,18.9,25.2,,30,0,,,8.1,86.83,,329.4,2.3,55.67,Clear
"Winnipeg, MB, Canada",08/03/2019,31.8,20.4,26.4,,32.2,0,,,12.1,198.58,37.1,341.9,1.6,60.01,Clear
"Winnipeg, MB, Canada",08/04/2019,31.5,21.1,26.1,,29.7,0,,,14,256.63,46.4,327.5,3.1,50.93,Clear
"Winnipeg, MB, Canada",08/05/2019,27.1,17.7,22.9,,26.6,0.2,,,13.8,293.42,53.5,327.1,2.8,45.98,Rain
"Winnipeg, MB, Canada",08/06/2019,27.4,16.5,21.9,,27.3,0.24,,,13.7,193.79,42.4,326.1,3.3,58.04,Rain
"Winnipeg, MB, Canada",08/07/2019,22.5,15,19.2,,,0.5,,,13,301.96,48.1,326.8,3.7,52.78,Rain
"Winnipeg, MB, Canada",08/08/2019,23.6,12.5,18.7,,,0,,,35,295.92,53.3,251.6,7,52.9,Clear
"Winnipeg, MB, Canada",08/09/2019,26.9,14.2,20.6,,26.3,0,,,8.3,196.5,35.3,328.1,2,48.91,Clear
"Winnipeg, MB, Canada",08/10/2019,23.3,16.6,18.9,,,5.85,,,11.6,230.58,31.3,327,2.8,75.15,Rain
"Winnipeg, MB, Canada",08/11/2019,24.1,13.3,18.8,,,0,,,9.7,222.42,31.7,329.4,2.4,55.9,Clear
"Winnipeg, MB, Canada",08/12/2019,21.8,13,17.6,,,7.05,,,8.5,74.96,29.5,328.3,4.7,60.89,Rain
"Winnipeg, MB, Canada",08/13/2019,24.2,15.6,19.2,,,6,,,8,139.46,29.5,328.8,4.6,60.91,Rain
"Winnipeg, MB, Canada",08/14/2019,24.7,12.8,18.8,,,0.2,,,11.7,246.75,44.6,329.2,2.3,53.45,Rain
"Winnipeg, MB, Canada",08/15/2019,26.8,15,20.7,,26.2,1.5,,,11.6,214.83,29.5,326.7,3.2,57.05,Rain
"Winnipeg, MB, Canada",08/16/2019,28.9,15.2,22,,27.8,0,,,9.8,246.5,,338.6,2.6,54.54,Clear
"Winnipeg, MB, Canada",08/17/2019,23.4,16.4,19.9,,,0,,,11.6,234.71,37,325,3.6,57.88,Clear
"Winnipeg, MB, Canada",08/18/2019,23.9,9.7,17.7,8.7,,0,,,13.6,238.33,53.6,325.7,2.9,46.46,Clear
"Winnipeg, MB, Canada",08/19/2019,26.6,14.4,20.4,,,0,,,13.5,236.13,40.6,339.6,3.2,42.14,Clear
"Winnipeg, MB, Canada",08/20/2019,21.7,13.1,17.6,,,7.64,,,11.8,248.63,46.1,328.3,3.3,58.65,Rain
"Winnipeg, MB, Canada",08/21/2019,19.8,12.3,16.3,,,0,,,11.8,261.88,42.5,333,4.5,56.94,Clear
"Winnipeg, MB, Canada",08/22/2019,23.1,10.1,16.5,,,0,,,8.2,147.83,31.7,329.9,1.8,63.44,Clear
"Winnipeg, MB, Canada",08/23/2019,25.4,11.6,19.1,,,0,,,10.4,196.71,46.4,329.9,2.5,57.39,Clear
"Winnipeg, MB, Canada",08/24/2019,28.4,17.5,22.9,,28.3,0,,,16.4,212.25,64.6,328.1,4.1,58.61,Clear
"Winnipeg, MB, Canada",08/25/2019,22.2,16.3,18.7,,,53.96,,,14.1,206.29,61.1,322.7,5.5,79.67,Rain
"Winnipeg, MB, Canada",08/26/2019,22.3,15.9,18.9,,,10.16,,,10.7,264.96,48.2,324,4,76.12,Rain
"Winnipeg, MB, Canada",08/27/2019,15.6,11.9,13.4,,,7.16,,,17,297.58,57.5,322.9,3.3,79.12,Rain
"Winnipeg, MB, Canada",08/28/2019,21.7,11.3,16.3,,,1.75,,,13.5,276.04,57.6,325.8,3.2,56.82,Rain
"Winnipeg, MB, Canada",08/29/2019,19.3,11.7,15.7,,,0.06,,,17.7,290.79,61.1,326.6,2.5,57.65,Rain
"Winnipeg, MB, Canada",08/30/2019,21.3,10.4,16.1,,,0,,,8.5,245.08,38.9,330.3,2,53.27,Clear
"Winnipeg, MB, Canada",08/31/2019,19.3,11.3,15.1,,,9.83,,,8.1,137.29,,329.3,5.3,73.58,Rain
"Winnipeg, MB, Canada",09/01/2019,21.9,12.1,16.8,,,22.51,,,12,173.92,33.5,327.1,4.1,76.66,Rain
"Winnipeg, MB, Canada",09/02/2019,16.6,6.5,12.1,8,,0.56,,,11.1,144.92,42.5,329.6,2.9,67.65,Rain
"Winnipeg, MB, Canada",09/03/2019,15.2,10.8,12.4,,,6.16,,,14,238.67,38.9,322.2,4.6,80.89,Rain
"Winnipeg, MB, Canada",09/04/2019,24.2,8.8,16,7.3,,0.2,,,15.4,203.58,33.5,329.1,2.2,66.49,Rain
"Winnipeg, MB, Canada",09/05/2019,21.8,13.5,17.4,,,4.69,,,11.7,84.58,35.3,328.2,6,74.41,Rain
"Winnipeg, MB, Canada",09/06/2019,21.1,13.8,17.2,,,0,,,13.5,278.88,49.9,291.6,2.4,65.62,Clear
"Winnipeg, MB, Canada",09/07/2019,15.2,7.5,11.6,6.1,,0,,,11.6,169.29,,344.4,3.1,69.28,Clear
"Winnipeg, MB, Canada",09/08/2019,18.1,5.7,12.3,,,0,,,9.5,139.33,,330.7,2.7,67.81,Clear
"Winnipeg, MB, Canada",09/09/2019,16.9,7.9,12.4,,,9.36,,,12.9,61.63,38.9,326.3,4.6,78.96,Rain
"Winnipeg, MB, Canada",09/10/2019,14.7,11.3,12.7,,,6.21,,,11.7,40.54,35.3,323.4,6,85.17,Rain
"Winnipeg, MB, Canada",09/11/2019,15.2,8.5,12.6,,,0,,,11.7,55.96,33.5,331.4,6,77.66,Clear
"Winnipeg, MB, Canada",09/12/2019,12.3,8.6,10.9,7.9,,6.71,,,11.5,54.04,35.3,327.5,6.3,78.81,Rain
"Winnipeg, MB, Canada",09/13/2019,16.8,8.2,11.6,6.4,,25.44,,,13.3,279,42.4,324.8,3.8,75.21,Rain
"Winnipeg, MB, Canada",09/14/2019,20.1,5.8,13,,,0.65,,,8,156.42,42.4,327.8,2.8,74.51,Rain
"Winnipeg, MB, Canada",09/15/2019,28,11.5,18.4,,27,0,,,8.4,211.5,27.7,340.2,4.8,67.73,Clear
"Winnipeg, MB, Canada",09/16/2019,29.2,15.1,21.8,,30.6,0,,,6.1,92.08,35.3,326.5,2.6,75.08,Clear
"Winnipeg, MB, Canada",09/17/2019,29.1,21.2,24.6,,29.9,0,,,9.9,184.13,51.8,325.2,2,72.82,Clear
"Winnipeg, MB, Canada",09/18/2019,23.4,17.1,21,,,0.6,,,16.3,213.71,48.2,252.6,6.9,77.41,Rain
"Winnipeg, MB, Canada",09/19/2019,21,14.2,16.9,,,0,,,9.7,141.88,31.7,328.5,4.8,74.55,Clear
"Winnipeg, MB, Canada",09/20/2019,20.4,14.6,17.5,,,47.41,,,12.5,108.5,66.4,325.8,3.2,86.92,Rain
"Winnipeg, MB, Canada",09/21/2019,18.8,14.2,16.6,,,12.24,,,13.3,255.88,42.5,280.3,14.4,92,Rain
"Winnipeg, MB, Canada",09/22/2019,19,12.6,14.9,,,3.39,,,8.4,259.54,38.9,288.5,3.8,78.23,Rain
"Winnipeg, MB, Canada",09/23/2019,25.3,10,17,9.6,,0,,,15.1,204.04,40.7,326.3,1.5,63.72,Clear
"Winnipeg, MB, Canada",09/24/2019,18.3,13.7,15.9,,,4.85,,,10.3,237,57.2,286.3,4.4,64.67,Rain
"Winnipeg, MB, Canada",09/25/2019,13.1,8.6,11.2,7.5,,0,,,12.9,271.79,48.2,324.9,3.9,65.08,Clear
"Winnipeg, MB, Canada",09/26/2019,13.2,6.1,8.8,4,,12.64,,,10.7,184.63,37.1,284.9,2.3,74.81,Rain
"Winnipeg, MB, Canada",09/27/2019,11.2,3.8,7.8,2.1,,2.72,,,12,300.08,31.7,326.1,3.4,69.64,Rain
"Winnipeg, MB, Canada",09/28/2019,9.7,2.9,6.5,2.4,,0,,,9.6,298.67,,331.5,4.4,58.49,Clear
"Winnipeg, MB, Canada",09/29/2019,6.7,4.5,5.7,2.6,,16.85,,,14.5,56.25,44.6,327.5,5.1,83.1,Rain
"Winnipeg, MB, Canada",09/30/2019,6.3,4.5,5.4,2.5,,12.1,,,12.1,128.63,38.9,321.7,7.3,91.67,Rain
